predicted_label,predicted_probability,confidence,actual_label,risk_level,education_level,employment_type,no_of_dependents,income_annum,loan_amount,loan_term_years,cibil_score,total_assets,dti_ratio,estimated_monthly_payment,pti_ratio,loan_term_months,feat_no_of_dependents,feat_education,feat_self_employed,feat_income_annum,feat_loan_amount,feat_loan_term,feat_cibil_score,feat_residential_assets_value,feat_commercial_assets_value,feat_luxury_assets_value,feat_bank_asset_value,feat_has_debt
Approved,0.962138,HIGH,Approved,LOW,Not Graduate,Self-Employed,0,7400000.0,16300000.0,16,630,58100000.0,2.202703,170482.02,0.276457,192,1.353272836013275e-07,-1.3684332778041153e-08,1.0,7400000.0,16300000.0,16.0,630.0,11200000.0,13200000.0,28400000.0,5300000.0,8.166215620386552e-11
Approved,0.987341,HIGH,Approved,LOW,Graduate,Salaried,1,4900000.0,18500000.0,4,612,31300000.0,3.77551,469207.8,1.14908,48,1.0,0.9999999403953552,-1.2926308912142304e-08,4900000.0,18500000.0,4.0,612.0,6100000.0,5900000.0,16400000.0,2900000.0,8.166215620386552e-11
Rejected,0.018976,HIGH,Rejected,HIGH,Not Graduate,Salaried,4,2300000.0,5400000.0,16,490,17500000.0,2.347826,56478.7,0.294671,192,4.0,-1.3684332778041153e-08,-1.2926308912142304e-08,2300000.0,5400000.0,16.0,490.0,6200000.0,3700000.0,5500000.5,2100000.0,8.166215620386552e-11
Approved,0.995289,HIGH,Approved,LOW,Not Graduate,Salaried,0,6000000.0,23600000.0,6,776,48700000.0,3.933334,437209.75,0.87442,72,1.353272836013275e-07,-1.3684332778041153e-08,-1.2926308912142304e-08,6000000.0,23600000.0,6.0,776.0,13800000.0,2700000.0,23400000.0,8800000.0,8.166215620386552e-11
Rejected,0.243258,MEDIUM,Rejected,HIGH,Not Graduate,Self-Employed,4,9800000.0,27000000.0,2,395,54400000.0,2.755102,1245913.0,1.525608,24,4.0,-1.3684332778041153e-08,1.0,9800000.0,27000000.0,2.000000238418579,395.0,18700000.0,3000000.0,23000000.0,9700000.0,8.166215620386552e-11
Approved,0.981643,HIGH,Approved,LOW,Graduate,Salaried,4,8900000.0,21100000.0,6,631,36400000.0,2.370786,390895.16,0.52705,72,4.0,0.9999999403953552,-1.2926308912142304e-08,8900000.0,21100000.0,6.0,631.0,4200000.0,199999.890625,25800000.0,6200000.0,8.166215620386552e-11
Rejected,0.019099,HIGH,Rejected,HIGH,Not Graduate,Self-Employed,1,5700000.0,12000000.0,4,415,41300000.0,2.105263,304351.0,0.640739,48,1.0,-1.3684332778041153e-08,1.0,5700000.0,12000000.0,4.0,415.0,15700000.0,899999.875,17300000.0,7400000.0,8.166215620386552e-11
Approved,0.984216,HIGH,Approved,LOW,Not Graduate,Salaried,0,3500000.0,8800000.0,12,803,17500000.0,2.514286,105166.89,0.360572,144,1.353272836013275e-07,-1.3684332778041153e-08,-1.2926308912142304e-08,3500000.0,8800000.0,12.0,803.0,5400000.0,300000.40625,8400000.0,3400000.0,8.166215620386552e-11
Approved,0.509901,MEDIUM,Approved,LOW,Graduate,Self-Employed,2,3800000.0,14500000.0,16,567,18500000.0,3.81579,151655.78,0.478913,192,2.0,0.9999999403953552,1.0,3800000.0,14500000.0,16.0,567.0,2400000.25,2600000.0,10500000.0,3000000.0,8.166215620386552e-11
Approved,0.997941,HIGH,Approved,LOW,Graduate,Salaried,5,4900000.0,14100000.0,2,802,29600000.0,2.877551,650643.44,1.593412,24,5.0,0.9999999403953552,-1.2926308912142304e-08,4900000.0,14100000.0,2.000000238418579,802.0,3300000.25,7500000.0,16100000.0,2700000.0,8.166215620386552e-11
Approved,0.783535,MEDIUM,Approved,LOW,Not Graduate,Self-Employed,1,6200000.0,16200000.0,4,888,40200000.0,2.612903,410873.88,0.79524,48,1.0,-1.3684332778041153e-08,1.0,6200000.0,16200000.0,4.0,888.0,-99999.828125,12000000.0,24300000.0,4000000.0,1.0
Approved,0.991733,HIGH,Approved,LOW,Graduate,Salaried,0,7000000.0,23600000.0,14,663,51400000.0,3.371428,261535.81,0.448347,168,1.353272836013275e-07,0.9999999403953552,-1.2926308912142304e-08,7000000.0,23600000.0,14.0,663.0,13800000.0,9100000.0,21300000.0,7200000.0,8.166215620386552e-11
Approved,0.989892,HIGH,Approved,LOW,Graduate,Self-Employed,5,3300000.0,7800000.5,16,632,21000000.0,2.363636,81580.35,0.296656,192,5.0,0.9999999403953552,1.0,3300000.0,7800000.5,16.0,632.0,8500000.0,499999.90625,7100000.0,4900000.0,8.166215620386552e-11
Rejected,0.014574,HIGH,Rejected,HIGH,Graduate,Salaried,1,4100000.0,12200000.0,6,354,32700000.0,2.97561,226015.22,0.661508,72,1.0,0.9999999403953552,-1.2926308912142304e-08,4100000.0,12200000.0,6.0,354.0,7300000.0,5600000.0,16300000.0,3500000.0,8.166215620386552e-11
Rejected,0.428292,MEDIUM,Approved,HIGH,Not Graduate,Self-Employed,3,5000000.0,13900000.0,8,555,41900000.0,2.78,210920.9,0.50621,96,3.0,-1.3684332778041153e-08,1.0,5000000.0,13900000.0,8.0,555.0,12300000.0,6700000.0,18100000.0,4800000.0,8.166215620386552e-11
Rejected,0.160646,HIGH,Rejected,HIGH,Graduate,Salaried,0,1900000.0,6500000.0,10,523,10800001.0,3.421053,85897.98,0.542514,120,1.353272836013275e-07,0.9999999403953552,-1.2926308912142304e-08,1900000.0,6500000.0,10.0,523.0,2400000.25,1100000.125,6200000.5,1100000.0,8.166215620386552e-11
Approved,0.924335,HIGH,Approved,LOW,Graduate,Salaried,1,999999.9375,3399999.75,18,578,7000000.5,3.4,33994.68,0.407936,216,1.0,0.9999999403953552,-1.2926308912142304e-08,999999.9375,3399999.75,18.0,578.0,2300000.25,399999.90625,3100000.25,1200000.0,8.166215620386552e-11
Approved,0.997317,HIGH,Approved,LOW,Not Graduate,Self-Employed,4,8800000.0,34200000.0,16,844,61100000.0,3.886364,357698.47,0.487771,192,4.0,-1.3684332778041153e-08,1.0,8800000.0,34200000.0,16.0,844.0,18700000.0,11000000.0,20700000.0,10700000.0,8.166215620386552e-11
Rejected,0.013887,HIGH,Rejected,HIGH,Not Graduate,Salaried,3,5900000.0,21200000.0,16,476,39000000.0,3.59322,221731.22,0.450979,192,3.0,-1.3684332778041153e-08,-1.2926308912142304e-08,5900000.0,21200000.0,16.0,476.0,11700000.0,4800000.0,14800000.0,7700000.0,8.166215620386552e-11
Approved,0.994218,HIGH,Approved,LOW,Graduate,Self-Employed,3,900000.1875,2299999.75,12,900,5699999.0,2.555555,27486.8,0.366491,144,3.0,0.9999999403953552,1.0,900000.1875,2299999.75,12.0,900.0,1300000.125,-0.1017402932047844,3299999.25,1100000.0,8.166215620386552e-11
Approved,0.601254,MEDIUM,Approved,LOW,Not Graduate,Self-Employed,5,8200000.0,28900000.0,4,485,45700000.0,3.52439,732978.75,1.072652,48,5.0,-1.3684332778041153e-08,1.0,8200000.0,28900000.0,4.0,485.0,16500000.0,3000000.0,19400000.0,6800000.0,8.166215620386552e-11
Approved,0.995718,HIGH,Approved,LOW,Not Graduate,Self-Employed,0,5300000.0,10600000.0,2,828,38000000.0,2.0,489136.2,1.107478,24,1.353272836013275e-07,-1.3684332778041153e-08,1.0,5300000.0,10600000.0,2.000000238418579,828.0,8100000.0,6700000.0,17400000.0,5800000.0,8.166215620386552e-11
Approved,0.911481,HIGH,Approved,LOW,Graduate,Self-Employed,5,3200000.0,11800000.0,16,565,21800000.0,3.6875,123416.43,0.462812,192,5.0,0.9999999403953552,1.0,3200000.0,11800000.0,16.0,565.0,8100000.0,2700000.0,9200000.0,1800000.0,8.166215620386552e-11
Approved,0.989821,HIGH,Approved,LOW,Graduate,Self-Employed,3,500000.1875,1700000.75,4,824,2899999.75,3.4,43116.42,1.034794,48,3.0,0.9999999403953552,1.0,500000.1875,1700000.75,4.0,824.0,500000.15625,599999.875,1399999.375,400000.21875,8.166215620386552e-11
Rejected,0.395978,MEDIUM,Approved,HIGH,Graduate,Self-Employed,2,7800000.0,29600000.0,14,568,42700000.0,3.794872,328028.0,0.504658,168,2.0,0.9999999403953552,1.0,7800000.0,29600000.0,14.0,568.0,-99999.828125,8600000.0,27000000.0,7200000.0,1.0
Approved,0.488813,MEDIUM,Approved,LOW,Graduate,Salaried,0,2200000.0,7500000.0,2,333,11700000.0,3.409091,346086.9,1.887747,24,1.353272836013275e-07,0.9999999403953552,-1.2926308912142304e-08,2200000.0,7500000.0,2.000000238418579,333.0,3400000.25,599999.875,6200000.5,1500000.0,8.166215620386552e-11
Approved,0.992525,HIGH,Approved,LOW,Not Graduate,Self-Employed,3,3400000.0,7200000.0,12,733,17800000.0,2.117647,86045.63,0.30369,144,3.0,-1.3684332778041153e-08,1.0,3400000.0,7200000.0,12.0,733.0,4800000.0,2700000.0,8100000.0,2200000.0,8.166215620386552e-11
Approved,0.451465,MEDIUM,Approved,LOW,Not Graduate,Self-Employed,3,7500000.0,25100000.0,18,554,53600000.0,3.346666,250960.77,0.401537,216,3.0,-1.3684332778041153e-08,1.0,7500000.0,25100000.0,18.0,554.0,12500000.0,7900000.0,28500000.0,4700000.0,8.166215620386552e-11
Approved,0.995385,HIGH,Approved,LOW,Not Graduate,Salaried,4,9700000.0,19400000.0,20,798,53200000.0,2.0,187214.2,0.231605,240,4.0,-1.3684332778041153e-08,-1.2926308912142304e-08,9700000.0,19400000.0,20.0,798.0,6400000.0,13700000.0,20300000.0,12800000.0,8.166215620386552e-11
Rejected,0.001947,HIGH,Rejected,HIGH,Graduate,Self-Employed,4,7500000.0,18000000.0,20,395,46200000.0,2.4,173703.9,0.277926,240,4.0,0.9999999403953552,1.0,7500000.0,18000000.0,20.0,395.0,199999.671875,12800000.0,23500000.0,9700000.0,8.166215620386552e-11
Approved,0.709869,MEDIUM,Approved,LOW,Not Graduate,Self-Employed,5,3400000.0,9800000.0,8,559,16900000.0,2.882353,148706.81,0.524848,96,5.0,-1.3684332778041153e-08,1.0,3400000.0,9800000.0,8.0,559.0,3500000.25,2900000.0,8300000.0,2200000.0,8.166215620386552e-11
Approved,0.991868,HIGH,Approved,LOW,Graduate,Salaried,0,6000000.0,15300000.0,8,709,30500000.0,2.55,232164.72,0.464329,96,1.353272836013275e-07,0.9999999403953552,-1.2926308912142304e-08,6000000.0,15300000.0,8.0,709.0,8900000.0,1700000.125,16400000.0,3500000.0,8.166215620386552e-11
Rejected,0.127487,HIGH,Rejected,HIGH,Graduate,Self-Employed,3,9200000.0,28900000.0,8,538,59500000.0,3.141304,438533.38,0.572,96,3.0,0.9999999403953552,1.0,9200000.0,28900000.0,8.0,538.0,13900000.0,8300000.0,32400002.0,4900000.0,8.166215620386552e-11
Rejected,0.046029,HIGH,Rejected,HIGH,Not Graduate,Self-Employed,5,5000000.0,16400000.0,14,525,40700000.0,3.28,181745.23,0.436189,168,5.0,-1.3684332778041153e-08,1.0,5000000.0,16400000.0,14.0,525.0,13000000.0,9100000.0,15300000.0,3300000.0,8.166215620386552e-11
Approved,0.54803,MEDIUM,Rejected,LOW,Graduate,Salaried,3,9300000.0,36600000.0,6,431,78300000.0,3.935484,678045.6,0.874898,72,3.0,0.9999999403953552,-1.2926308912142304e-08,9300000.0,36600000.0,6.0,431.0,22000000.0,14600000.0,32900002.0,8800000.0,8.166215620386552e-11
Rejected,0.093228,HIGH,Rejected,HIGH,Not Graduate,Self-Employed,5,3200000.0,7600000.0,4,489,20400000.0,2.375,192755.62,0.722834,48,5.0,-1.3684332778041153e-08,1.0,3200000.0,7600000.0,4.0,489.0,5000000.0,2900000.0,10600000.0,1900000.0,8.166215620386552e-11
Approved,0.995599,HIGH,Approved,LOW,Not Graduate,Salaried,1,5600000.0,11700000.0,10,774,34900000.0,2.089286,154616.38,0.331321,120,1.0,-1.3684332778041153e-08,-1.2926308912142304e-08,5600000.0,11700000.0,10.0,774.0,11000000.0,4300000.0,13100000.0,6500000.0,8.166215620386552e-11
Approved,0.978835,HIGH,Approved,LOW,Not Graduate,Self-Employed,1,200000.203125,499999.78125,20,713,800000.5625,2.499996,4825.11,0.289506,240,1.0,-1.3684332778041153e-08,1.0,200000.203125,499999.78125,20.0,713.0,0.16867469251155853,199999.890625,500000.34375,100000.2109375,8.166215620386552e-11
Approved,0.997456,HIGH,Approved,LOW,Graduate,Salaried,4,5500000.0,12300000.0,6,742,39700000.0,2.236364,227867.8,0.497166,72,4.0,0.9999999403953552,-1.2926308912142304e-08,5500000.0,12300000.0,6.0,742.0,12900000.0,2700000.0,19800000.0,4300000.0,8.166215620386552e-11
Rejected,0.005056,HIGH,Rejected,HIGH,Not Graduate,Self-Employed,3,6100000.0,21600000.0,16,428,31300000.0,3.540984,225914.81,0.444423,192,3.0,-1.3684332778041153e-08,1.0,6100000.0,21600000.0,16.0,428.0,2899999.75,6100000.0,15100000.0,7200000.0,8.166215620386552e-11
Approved,0.994571,HIGH,Approved,LOW,Not Graduate,Self-Employed,3,6700000.0,13400000.0,14,782,44300000.0,2.0,148499.16,0.265969,168,3.0,-1.3684332778041153e-08,1.0,6700000.0,13400000.0,14.0,782.0,4900000.0,4000000.0,25800000.0,9600000.0,8.166215620386552e-11
Rejected,0.035688,HIGH,Rejected,HIGH,Not Graduate,Self-Employed,0,7000000.0,21700000.0,20,498,30700000.0,3.1,209409.7,0.358988,240,1.353272836013275e-07,-1.3684332778041153e-08,1.0,7000000.0,21700000.0,20.0,498.0,6600000.0,5500000.0,14700000.0,3900000.0,8.166215620386552e-11
Approved,0.994898,HIGH,Approved,LOW,Not Graduate,Salaried,3,3900000.0,14900000.0,4,728,29100000.0,3.820513,377902.47,1.162777,48,3.0,-1.3684332778041153e-08,-1.2926308912142304e-08,3900000.0,14900000.0,4.0,728.0,4700000.0,4000000.0,14900000.0,5500000.0,8.166215620386552e-11
Approved,0.971623,HIGH,Approved,LOW,Graduate,Salaried,1,2800000.0,6800000.5,18,596,17100000.0,2.428572,67989.38,0.291383,216,1.0,0.9999999403953552,-1.2926308912142304e-08,2800000.0,6800000.5,18.0,596.0,7900000.0,399999.90625,7300000.5,1500000.0,8.166215620386552e-11
Rejected,0.351733,MEDIUM,Approved,HIGH,Graduate,Salaried,1,1200000.0,4500000.0,4,439,9100000.0,3.75,114131.62,1.141316,48,1.0,0.9999999403953552,-1.2926308912142304e-08,1200000.0,4500000.0,4.0,439.0,3200000.25,1799999.875,2900000.25,1200000.0,8.166215620386552e-11
Approved,0.993976,HIGH,Approved,LOW,Not Graduate,Self-Employed,5,8500000.0,26700000.0,10,803,51100000.0,3.141176,352842.47,0.498131,120,5.0,-1.3684332778041153e-08,1.0,8500000.0,26700000.0,10.0,803.0,500000.15625,16600001.0,24400000.0,9600000.0,8.166215620386552e-11
Approved,0.494822,MEDIUM,Rejected,LOW,Graduate,Salaried,2,8000000.0,17800000.0,20,549,50300000.0,2.225,171773.86,0.257661,240,2.0,0.9999999403953552,-1.2926308912142304e-08,8000000.0,17800000.0,20.0,549.0,2400000.25,9700000.0,27400000.0,10800000.0,8.166215620386552e-11
Rejected,0.028899,HIGH,Rejected,HIGH,Not Graduate,Salaried,2,3100000.0,7300000.0,14,504,11900000.0,2.354838,80898.8,0.313157,168,2.0,-1.3684332778041153e-08,-1.2926308912142304e-08,3100000.0,7300000.0,14.0,504.0,3200000.25,-0.1017402932047844,7200000.0,1500000.0,8.166215620386552e-11
Rejected,0.000973,HIGH,Rejected,HIGH,Graduate,Salaried,0,6600000.0,14100000.0,20,360,45100000.0,2.136364,136068.05,0.247396,240,1.353272836013275e-07,0.9999999403953552,-1.2926308912142304e-08,6600000.0,14100000.0,20.0,360.0,6800000.0,5100000.0,25400000.0,7800000.0,8.166215620386552e-11
Approved,0.993662,HIGH,Approved,LOW,Graduate,Self-Employed,3,5600000.0,11600000.0,12,756,31300000.0,2.071428,138629.08,0.297062,144,3.0,0.9999999403953552,1.0,5600000.0,11600000.0,12.0,756.0,3300000.25,1799999.875,18400000.0,7800000.0,8.166215620386552e-11
Rejected,0.000705,HIGH,Rejected,HIGH,Not Graduate,Self-Employed,2,5700000.0,15100000.0,18,330,32500000.0,2.649123,150976.4,0.317845,216,2.0,-1.3684332778041153e-08,1.0,5700000.0,15100000.0,18.0,330.0,5900000.0,3800000.0,16600000.0,6200000.0,8.166215620386552e-11
Rejected,0.000887,HIGH,Rejected,HIGH,Not Graduate,Salaried,5,3700000.0,7300000.0,18,339,28600000.0,1.972973,72988.6,0.23672,216,5.0,-1.3684332778041153e-08,-1.2926308912142304e-08,3700000.0,7300000.0,18.0,339.0,9300000.0,99999.8984375,13900000.0,5300000.0,8.166215620386552e-11
Rejected,0.003761,HIGH,Rejected,HIGH,Graduate,Self-Employed,2,7700000.0,21000000.0,12,420,58300000.0,2.727273,250966.44,0.391116,144,2.0,0.9999999403953552,1.0,7700000.0,21000000.0,12.0,420.0,16100000.0,4300000.0,27400000.0,10500000.0,8.166215620386552e-11
Rejected,0.28528,MEDIUM,Rejected,HIGH,Graduate,Self-Employed,5,9000000.0,19100000.0,14,540,35300000.0,2.122222,211666.7,0.282222,168,5.0,0.9999999403953552,1.0,9000000.0,19100000.0,14.0,540.0,11300000.0,800000.125,18300000.0,4900000.0,8.166215620386552e-11
Rejected,0.048868,HIGH,Rejected,HIGH,Not Graduate,Self-Employed,5,8000000.0,27200000.0,6,348,30500000.0,3.4,503902.8,0.755854,72,5.0,-1.3684332778041153e-08,1.0,8000000.0,27200000.0,6.0,348.0,6400000.0,300000.40625,16700000.0,7100000.0,8.166215620386552e-11
Approved,0.993467,HIGH,Approved,LOW,Graduate,Self-Employed,2,3300000.0,10700000.0,8,806,22700000.0,3.242424,162363.55,0.590413,96,2.0,0.9999999403953552,1.0,3300000.0,10700000.0,8.0,806.0,5700000.0,599999.875,11500000.0,4900000.0,8.166215620386552e-11
Approved,0.969293,HIGH,Approved,LOW,Not Graduate,Salaried,2,5500000.0,19000000.0,4,597,29100000.0,3.454546,481889.1,1.051394,48,2.0,-1.3684332778041153e-08,-1.2926308912142304e-08,5500000.0,19000000.0,4.0,597.0,1100000.125,4000000.0,18700000.0,5300000.0,8.166215620386552e-11
Approved,0.647337,MEDIUM,Approved,LOW,Graduate,Salaried,2,8500000.0,29400000.0,12,576,57400000.0,3.458824,351353.0,0.496028,144,2.0,0.9999999403953552,-1.2926308912142304e-08,8500000.0,29400000.0,12.0,576.0,17600000.0,5600000.0,25200000.0,9000000.0,8.166215620386552e-11
Approved,0.98031,HIGH,Approved,LOW,Not Graduate,Salaried,0,6600000.0,13700000.0,20,747,35900000.0,2.075758,132207.97,0.240378,240,1.353272836013275e-07,-1.3684332778041153e-08,-1.2926308912142304e-08,6600000.0,13700000.0,20.0,747.0,3600000.0,2400000.0,23900000.0,6000000.0,8.166215620386552e-11
Approved,0.995938,HIGH,Approved,LOW,Graduate,Salaried,5,7600000.0,16300000.0,18,872,32700000.0,2.144737,162974.53,0.257328,216,5.0,0.9999999403953552,-1.2926308912142304e-08,7600000.0,16300000.0,18.0,872.0,5100000.0,1900000.125,20700000.0,5000000.0,8.166215620386552e-11
Rejected,0.277544,MEDIUM,Approved,HIGH,Graduate,Self-Employed,2,200000.203125,599999.8125,8,552,1500000.125,2.999996,9104.5,0.546269,96,2.0,0.9999999403953552,1.0,200000.203125,599999.8125,8.0,552.0,399999.65625,199999.890625,700000.3125,200000.21875,8.166215620386552e-11
Approved,0.990922,HIGH,Approved,LOW,Not Graduate,Salaried,3,4900000.0,12800000.0,14,653,28500000.0,2.612245,141849.95,0.347388,168,3.0,-1.3684332778041153e-08,-1.2926308912142304e-08,4900000.0,12800000.0,14.0,653.0,7300000.0,1000000.125,13000000.0,7200000.0,8.166215620386552e-11
Rejected,0.035927,HIGH,Rejected,HIGH,Not Graduate,Self-Employed,4,1400000.0,4800000.0,6,411,7700000.5,3.428572,88924.02,0.762206,72,4.0,-1.3684332778041153e-08,1.0,1400000.0,4800000.0,6.0,411.0,1399999.625,300000.40625,4400000.5,1600000.0,8.166215620386552e-11
Approved,0.987889,HIGH,Approved,LOW,Not Graduate,Self-Employed,0,5900000.0,15100000.0,10,794,30600000.0,2.559322,199547.6,0.40586,120,1.353272836013275e-07,-1.3684332778041153e-08,1.0,5900000.0,15100000.0,10.0,794.0,6000000.0,4300000.0,14900000.0,5400000.0,8.166215620386552e-11
Rejected,0.006907,HIGH,Rejected,HIGH,Not Graduate,Self-Employed,3,1900000.0,5300000.0,12,436,13400000.0,2.789474,63339.14,0.400037,144,3.0,-1.3684332778041153e-08,1.0,1900000.0,5300000.0,12.0,436.0,2300000.25,3500000.0,5000000.5,2600000.0,8.166215620386552e-11
Approved,0.996703,HIGH,Approved,LOW,Graduate,Salaried,1,8800000.0,30200000.0,18,897,64800000.0,3.431818,301952.8,0.411754,216,1.0,0.9999999403953552,-1.2926308912142304e-08,8800000.0,30200000.0,18.0,897.0,17100000.0,7900000.0,28700000.0,11100000.0,8.166215620386552e-11
Rejected,0.002786,HIGH,Rejected,HIGH,Graduate,Self-Employed,0,2500000.0,8800000.0,14,389,20800000.0,3.52,97521.84,0.468105,168,1.353272836013275e-07,0.9999999403953552,1.0,2500000.0,8800000.0,14.0,389.0,7300000.0,1400000.125,8500000.0,3600000.0,8.166215620386552e-11
Approved,0.972923,HIGH,Approved,LOW,Not Graduate,Self-Employed,1,7800000.0,23300000.0,6,620,35400000.0,2.98718,431652.0,0.66408,72,1.0,-1.3684332778041153e-08,1.0,7800000.0,23300000.0,6.0,620.0,3500000.25,2100000.0,22200000.0,7600000.0,8.166215620386552e-11
Approved,0.997134,HIGH,Approved,LOW,Not Graduate,Self-Employed,2,8600000.0,32099998.0,6,802,60400000.0,3.732558,594679.4,0.829785,72,2.0,-1.3684332778041153e-08,1.0,8600000.0,32099998.0,6.0,802.0,9400000.0,16700000.0,24500000.0,9800000.0,8.166215620386552e-11
Approved,0.992613,HIGH,Approved,LOW,Not Graduate,Salaried,2,9400000.0,25100000.0,20,832,49700000.0,2.670213,242220.44,0.309218,240,2.0,-1.3684332778041153e-08,-1.2926308912142304e-08,9400000.0,25100000.0,20.0,832.0,19400000.0,2100000.0,22300000.0,5900000.0,8.166215620386552e-11
Rejected,0.00246,HIGH,Rejected,HIGH,Graduate,Self-Employed,2,2900000.0,10200000.0,10,315,16600000.0,3.517242,134793.75,0.557767,120,2.0,0.9999999403953552,1.0,2900000.0,10200000.0,10.0,315.0,8100000.0,399999.90625,6499999.5,1600000.0,8.166215620386552e-11
Rejected,0.301983,MEDIUM,Approved,HIGH,Graduate,Self-Employed,5,1500000.0,5500000.0,4,414,6300000.0,3.666667,139494.2,1.115954,48,5.0,0.9999999403953552,1.0,1500000.0,5500000.0,4.0,414.0,799999.6875,1400000.125,2900000.25,1200000.0,8.166215620386552e-11
Approved,0.984495,HIGH,Approved,LOW,Graduate,Salaried,0,5100000.0,13400000.0,16,649,28000000.0,2.627451,140150.86,0.329767,192,1.353272836013275e-07,0.9999999403953552,-1.2926308912142304e-08,5100000.0,13400000.0,16.0,649.0,6800000.0,1600000.125,15700000.0,3900000.0,8.166215620386552e-11
Approved,0.997169,HIGH,Approved,LOW,Not Graduate,Salaried,4,8000000.0,25500000.0,4,722,62200000.0,3.1875,646745.9,0.970119,48,4.0,-1.3684332778041153e-08,-1.2926308912142304e-08,8000000.0,25500000.0,4.0,722.0,17200000.0,13900000.0,26200000.0,4900000.0,8.166215620386552e-11
Rejected,0.025765,HIGH,Rejected,HIGH,Not Graduate,Self-Employed,5,6500000.0,18300000.0,4,333,37200000.0,2.815385,464135.28,0.856865,48,5.0,-1.3684332778041153e-08,1.0,6500000.0,18300000.0,4.0,333.0,8100000.0,399999.90625,21700000.0,7000000.0,8.166215620386552e-11
Approved,0.995616,HIGH,Approved,LOW,Graduate,Salaried,2,8100000.0,17500000.0,4,674,56000000.0,2.160494,443845.2,0.657548,48,2.0,0.9999999403953552,-1.2926308912142304e-08,8100000.0,17500000.0,4.0,674.0,10800000.0,12700000.0,23200000.0,9300000.0,8.166215620386552e-11
Approved,0.993593,HIGH,Approved,LOW,Graduate,Salaried,3,1500000.0,5500000.0,16,717,8600001.0,3.666667,57524.6,0.460197,192,3.0,0.9999999403953552,-1.2926308912142304e-08,1500000.0,5500000.0,16.0,717.0,2100000.25,800000.125,4400000.5,1300000.0,8.166215620386552e-11
Approved,0.993681,HIGH,Approved,LOW,Not Graduate,Self-Employed,3,7700000.0,18100000.0,20,736,61400000.0,2.350649,174668.92,0.272211,240,3.0,-1.3684332778041153e-08,1.0,7700000.0,18100000.0,20.0,736.0,7800000.0,14500000.0,29100000.0,10000000.0,8.166215620386552e-11
Rejected,0.003422,HIGH,Rejected,HIGH,Not Graduate,Salaried,3,2300000.0,5600001.0,18,420,10700000.0,2.434783,55991.26,0.292128,216,3.0,-1.3684332778041153e-08,-1.2926308912142304e-08,2300000.0,5600001.0,18.0,420.0,1300000.125,599999.875,6700000.5,2100000.0,8.166215620386552e-11
Approved,0.987617,HIGH,Approved,LOW,Not Graduate,Salaried,1,999999.9375,2099999.75,6,715,6500001.0,2.1,38904.26,0.466851,72,1.0,-1.3684332778041153e-08,-1.2926308912142304e-08,999999.9375,2099999.75,6.0,715.0,2200000.25,1000000.125,2200000.25,1100000.0,8.166215620386552e-11
Approved,0.465941,MEDIUM,Approved,LOW,Graduate,Self-Employed,0,7600000.0,17800000.0,14,570,58700000.0,2.342105,197260.08,0.311463,168,1.353272836013275e-07,0.9999999403953552,1.0,7600000.0,17800000.0,14.0,570.0,15200000.0,12100000.0,21500000.0,9900000.0,8.166215620386552e-11
Approved,0.985304,HIGH,Approved,LOW,Not Graduate,Self-Employed,0,2500000.0,9100000.0,10,852,18600000.0,3.64,120257.17,0.577234,120,1.353272836013275e-07,-1.3684332778041153e-08,1.0,2500000.0,9100000.0,10.0,852.0,5000000.0,4700000.0,7400000.0,1500000.0,8.166215620386552e-11
Approved,0.97749,HIGH,Approved,LOW,Not Graduate,Self-Employed,4,4100000.0,12500000.0,2,579,32300000.0,3.04878,576811.56,1.688229,24,4.0,-1.3684332778041153e-08,1.0,4100000.0,12500000.0,2.000000238418579,579.0,10900000.0,7200000.0,12200000.0,2000000.25,8.166215620386552e-11
Rejected,0.004742,HIGH,Rejected,HIGH,Not Graduate,Salaried,3,2800000.0,8500000.0,20,431,17900000.0,3.035714,82026.84,0.351544,240,3.0,-1.3684332778041153e-08,-1.2926308912142304e-08,2800000.0,8500000.0,20.0,431.0,6200000.0,1700000.125,7800000.5,2200000.0,8.166215620386552e-11
Approved,0.999,HIGH,Approved,LOW,Graduate,Salaried,5,6600000.0,13600000.0,4,861,40100000.0,2.060606,344931.12,0.627148,48,5.0,0.9999999403953552,-1.2926308912142304e-08,6600000.0,13600000.0,4.0,861.0,11700000.0,8400000.0,14600000.0,5400000.0,8.166215620386552e-11
Rejected,0.010428,HIGH,Rejected,HIGH,Not Graduate,Self-Employed,0,7800000.0,29100000.0,20,435,61100000.0,3.730769,280821.3,0.432033,240,1.353272836013275e-07,-1.3684332778041153e-08,1.0,7800000.0,29100000.0,20.0,435.0,21100000.0,13000000.0,17300000.0,9700000.0,8.166215620386552e-11
Approved,0.989852,HIGH,Approved,LOW,Graduate,Salaried,0,6900000.0,23500000.0,2,621,47600000.0,3.405797,1084405.8,1.885923,24,1.353272836013275e-07,0.9999999403953552,-1.2926308912142304e-08,6900000.0,23500000.0,2.000000238418579,621.0,7800000.0,7300000.0,23100000.0,9400000.0,8.166215620386552e-11
Approved,0.985608,HIGH,Approved,LOW,Graduate,Salaried,5,5800000.0,22800000.0,12,600,43500000.0,3.931034,272477.84,0.563747,144,5.0,0.9999999403953552,-1.2926308912142304e-08,5800000.0,22800000.0,12.0,600.0,16000000.0,1100000.125,20700000.0,5700000.0,8.166215620386552e-11
